t+AF8-degree+AF8-celsius,data,long,lat,hora,umidade,altitude,velocidade,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,velocidade,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,velocidade,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,velocidade,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct
28.4,20161220,593904,8277782,201025,63.6,154.1,18.56,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593905,8277778,201026,63.6,154.4,18.56,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593906,8277774,201027,63.6,154.6,18.56,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593907,8277772,201028,63.5,154.6,4.76,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593907,8277772,201029,63.5,154.6,2.46,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277771,201030,63.5,155,2.46,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277771,201031,63.5,155.3,2.46,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277771,201032,63.5,155.5,2.46,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277771,201033,63.5,155.5,0.2,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277771,201034,63.5,155.9,0.2,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277771,201035,63.5,156.2,0.2,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277771,201036,63.5,156.2,0.2,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593909,8277770,201043,62.7,157.6,0.06,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593909,8277770,201044,62.7,157.6,0.09,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277770,201045,62.7,157.3,0.09,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277770,201046,63.4,157.2,0.09,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277770,201047,63.4,157.3,0.09,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277770,201048,63.4,157.3,0.11,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277770,201049,63.4,157.2,0.11,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277770,201050,63.4,156.9,0.11,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277770,201051,63.4,156.9,0.11,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.4,20161220,593908,8277770,201052,63.5,157.1,0.11,4.41,61.58,13.92,10.92,9.05,0.13,20110925,593926,8277799,202343,30.56759775,52.827851,160,0,18.01,59.65,1.98,6.86,13.44,0.06,20110925,594004,8277653,202313,30.66913977,52.73030777,161,31,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353,20110925,594028,8277576,202303,30.66913977,53.2180239,159,29,10.628401607273174,72.16067456235218,2.1374623020583297,7.565086650312574,1.7475139141673919,5.760860963836353
28.7,20161220,596242,8273497,202328,62.5,157.4,0.15,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596242,8273497,202329,62.5,157.8,0.15,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596242,8273497,202330,62.5,158,0.15,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596242,8273497,202331,62.5,158.2,0.15,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596242,8273497,202332,62.5,158.4,0.15,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596242,8273497,202333,62.5,158.4,0.19,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596242,8273497,202334,62.5,158.7,0.19,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.6,20161220,596242,8273497,202335,62.6,158.8,0.19,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.6,20161220,596242,8273497,202336,62.6,158.8,0.19,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.6,20161220,596242,8273497,202337,62.6,158.9,0.19,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596242,8273497,202338,62.5,158.9,0.13,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596242,8273497,202339,62.5,158.9,0.2,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596242,8273497,202340,62.5,159,0.2,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596242,8273497,202341,62.5,159.1,0.2,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596243,8273497,202342,62.5,159.1,0.2,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596243,8273497,202343,62.5,159.1,0.15,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596243,8273497,202344,62.5,158.6,0.15,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596243,8273496,202345,62.5,158.7,0.15,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.7,20161220,596243,8273496,202346,62.5,158.5,0.15,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.6,20161220,596243,8273496,202347,62.5,158.6,0.15,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
28.6,20161220,596243,8273496,202348,62.5,158.6,0.33,16.31,16.72,5.6,36.9,23.06,2.21,20110925,596257,8273462,203733,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203743,30.56759775,52.92539422,155,0,25.59,18.97,9.95,29.41,12.82,3.26,20110925,596257,8273462,203753,30.56759775,53.02293745,155,0,25.59,18.97,9.95,29.41,12.82,3.26
